t_ms,co,no2,temp,rh
9033000,19.2026,1.65858,31.7773,75.0103
9038000,18.0425,1.65858,31.7346,75.1705
9043000,14.8823,1.7723,31.7906,75.3719
9048000,15.8842,1.89703,31.7639,75.3887
9053000,18.0425,1.65858,31.7906,75.0362
9058000,13.9296,1.89703,31.804,74.8806
9063000,14.8823,1.89703,31.8334,74.7616
9068000,18.0425,1.65858,31.82,74.696
9082000,15.8842,1.65858,31.8334,74.9111
9087000,20.2603,1.7723,31.804,74.7982
9099000,15.8842,1.55468,31.7906,74.7936
9104000,18.0425,1.7723,31.82,74.696
9109000,18.0425,1.65858,31.82,74.6654
9114000,18.0425,1.7723,31.804,74.638
9119000,14.8823,1.7723,31.82,74.5815
9124000,15.8842,1.89703,31.8467,74.6059
9129000,18.0425,1.89703,31.8467,74.6181
9134000,15.8842,1.89703,31.804,74.5235
9139000,18.0425,1.7723,31.804,74.5556
9144000,18.0425,1.65858,31.804,74.5449
9149000,13.0243,1.7723,31.804,74.5861
9154000,15.8842,1.89703,31.7773,74.6014
9160000,13.0243,2.02533,31.7346,74.6334
9165000,10.5768,2.02533,31.7212,74.696
9170000,14.8823,1.65858,31.7346,74.8028
9175000,14.8823,1.89703,31.6785,74.8013
9180000,15.8842,2.02533,31.6651,74.8714
9185000,13.9296,2.13605,31.6358,74.9584
9190000,14.8823,1.89703,31.6358,75.0423
9195000,18.0425,2.02533,31.5957,75.0652
9200000,23.4909,1.89703,31.6224,75.1339
9205000,14.8823,2.02533,31.5957,75.1507
9210000,19.2026,1.45953,31.6224,75.4589
9215000,15.8842,1.7723,31.6224,75.9564
9220000,14.8823,1.89703,31.5957,75.8236
9226000,18.0425,1.89703,31.5957,76.0433
9231000,18.0425,1.7723,31.5797,75.8923
9236000,18.0425,2.02533,31.5663,75.7
9241000,14.8823,1.89703,31.6091,75.5322
9246000,18.0425,2.02533,31.6224,75.3765
9251000,18.0425,1.7723,31.6224,75.2804
9256000,14.8823,1.65858,31.6651,75.1659
9261000,18.0425,1.89703,31.6918,75.1293
9266000,14.8823,1.65858,31.7212,75.0088
9271000,15.8842,1.89703,31.7346,74.9813
9276000,14.8823,1.89703,31.7212,74.9477
9282000,18.0425,1.65858,31.7639,74.8943
9287000,13.9296,1.89703,31.7479,74.8379
9292000,14.8823,1.37221,31.7773,74.7921
9297000,14.8823,1.89703,31.804,74.7662
9302000,14.8823,1.89703,31.7773,74.6746
9307000,14.8823,1.89703,31.82,74.6838
9312000,15.8842,1.65858,31.82,74.6548
9317000,14.8823,1.89703,31.8467,74.641
9322000,19.2026,1.89703,31.82,74.6136
9327000,14.8823,1.89703,31.804,74.6731
9332000,13.0243,1.7723,31.804,74.6502
9337000,14.8823,1.65858,31.8334,74.6456
9343000,18.0425,1.7723,31.82,74.6334
9348000,14.8823,1.7723,31.8467,74.5647
9353000,14.8823,1.65858,31.8334,74.551
9358000,18.0425,1.7723,31.8467,74.5647
9363000,14.8823,1.89703,31.8467,74.5357
9368000,18.0425,2.02533,31.8467,74.5647
9373000,18.0425,1.89703,31.8467,74.5129
9378000,18.0425,1.65858,31.8761,74.5312
9383000,14.8823,1.89703,31.9028,74.5052
9388000,18.0425,1.65858,31.8761,74.5083
9393000,15.8842,1.65858,31.8601,74.4625
9398000,15.8842,1.7723,31.8894,74.4686
9404000,14.8823,1.89703,31.8601,74.5052
9409000,15.8842,1.65858,31.8334,74.4778
9414000,14.8823,2.02533,31.8601,74.5144
9419000,14.8823,1.7723,31.8761,74.4778
9424000,15.8842,1.7723,31.8761,74.4869
9429000,10.5768,1.65858,31.8601,74.4442
9434000,15.8842,1.89703,31.8601,74.4442
9439000,18.0425,1.89703,31.8761,74.4869
9444000,15.8842,1.89703,31.8761,74.4778
9449000,18.0425,1.7723,31.8467,74.4808
9454000,14.8823,1.89703,31.8334,74.5418
9459000,15.8842,1.89703,31.8334,74.5632
9464000,10.5768,1.89703,31.82,74.5907
9470000,14.8823,1.89703,31.8334,74.6273
9475000,14.8823,1.89703,31.82,74.6227
9480000,19.2026,1.89703,31.82,74.6014
9485000,14.8823,2.02533,31.82,74.6334
9490000,15.8842,1.89703,31.8334,74.583
9495000,21.8381,1.7723,31.8334,74.6273
9500000,18.0425,1.65858,31.8467,74.6288
9505000,18.0425,1.65858,31.8467,74.5769
9510000,18.0425,1.7723,31.8334,74.5418
9515000,15.8842,1.89703,31.8467,74.5449
9520000,18.0425,1.7723,31.8761,74.551
9525000,15.8842,3.9461,31.8761,74.5312
9531000,13.9296,2.13605,31.8334,74.5098
9536000,14.8823,2.02533,31.82,74.5693
9541000,14.8823,2.13605,31.804,74.638
9546000,18.0425,2.02533,31.7773,74.6334
9551000,14.8823,2.13605,31.7773,74.6654
9556000,14.8823,1.89703,31.7906,74.7112
9561000,14.8823,2.02533,31.7906,74.7005
9566000,18.0425,1.89703,31.804,74.7143
9571000,18.0425,1.89703,31.7773,74.7066
9576000,18.0425,2.02533,31.7773,74.7387
9581000,18.0425,2.02533,31.7906,74.7234
9586000,18.0425,2.13605,31.7906,74.7646
9591000,14.8823,2.02533,31.7773,74.7387
9597000,14.8823,1.89703,31.7906,74.7753
9602000,18.0425,2.02533,31.7773,74.7509
9607000,15.8842,1.89703,31.7479,74.7646
9612000,14.8823,1.89703,31.7346,74.7921
9617000,14.8823,2.13605,31.7479,74.8165
9622000,15.8842,2.02533,31.7479,74.8165
9627000,18.0425,1.89703,31.7639,74.8196
9632000,14.8823,2.02533,31.7479,74.8379
9637000,14.8823,2.02533,31.7346,74.7829
9642000,13.9296,2.13605,31.7479,74.8074
9647000,14.8823,2.13605,31.7079,74.8074
9652000,14.8823,2.13605,31.6785,74.8852
9658000,19.2026,2.13605,31.7079,74.8928
9663000,15.8842,1.89703,31.6651,74.9126
9668000,13.9296,2.13605,31.6785,74.9264
9673000,14.8823,2.13605,31.6518,74.963
9678000,14.8823,2.13605,31.6518,75.0362
9683000,14.8823,2.13605,31.6358,75.0546
9688000,10.5768,2.13605,31.6518,75.1003
9693000,14.8823,2.13605,31.6651,75.0698
9698000,15.8842,2.13605,31.6651,75.0912
9703000,15.8842,2.13605,31.6091,75.1324
9708000,19.2026,2.38679,31.6224,75.1873
9713000,14.8823,2.38679,31.5663,75.2056
9719000,10.5768,10,31.5209,75.2697
9724000,360.324,2.13605,31.4942,75.7473
9729000,10.5768,2.13605,31.4809,75.7748
9734000,14.8823,2.25617,31.4942,75.6542
9739000,15.8842,2.13605,31.537,75.61
9744000,14.8823,2.02533,31.537,75.5367
9749000,14.8823,1.89703,31.5209,75.523
9754000,18.0425,2.02533,31.5503,75.5184
9759000,14.8823,2.38679,31.5503,75.4955
9764000,18.0425,2.02533,31.537,75.4528
9769000,14.8823,2.02533,31.5503,75.4772
9774000,13.0243,2.13605,31.5503,75.4437
9779000,18.0425,2.13605,31.5503,75.4543
9785000,14.8823,1.89703,31.537,75.4406
9790000,14.8823,2.02533,31.5503,75.4437
9795000,18.0425,2.13605,31.5663,75.4162
9800000,14.8823,2.13605,31.5503,75.4025
9805000,13.9296,2.02533,31.5503,75.4437
9810000,18.0425,3.44769,31.537,75.4314
9815000,14.8823,2.38679,31.537,75.3994
9820000,13.9296,2.13605,31.5503,75.4345
9825000,18.0425,2.38679,31.5209,75.4177
9830000,14.8823,2.13605,31.4942,75.4757
9835000,14.8823,2.38679,31.4809,75.523
9840000,14.8823,2.38679,31.4809,75.555
9845000,14.8823,2.38679,31.4515,75.5489
9851000,13.9296,2.13605,31.4809,75.5856
9856000,18.0425,2.13605,31.4809,75.5856
9861000,14.8823,2.13605,31.4649,75.5718
9866000,14.8823,2.25617,31.4809,75.5856
9871000,15.8842,2.38679,31.5076,75.5627
9876000,14.8823,2.25617,31.4942,75.5688
9881000,14.8823,2.13605,31.4649,75.5398
9886000,18.0425,2.13605,31.4809,75.5444
9891000,15.8842,2.68477,31.4649,75.5825
9896000,14.8823,2.13605,31.4649,75.6039
9901000,13.9296,2.38679,31.4515,75.613
9906000,14.8823,2.25617,31.4382,75.6924
9911000,9.15254,2.25617,31.4248,75.7519
9917000,10.5768,2.13605,31.4382,75.6924
9922000,15.8842,2.13605,31.4515,75.6863
9927000,18.0425,2.13605,31.4382,75.7137
9932000,14.8823,2.13605,31.4382,75.7336
9937000,18.0425,2.25617,31.4649,75.7
9942000,18.0425,2.02533,31.4649,75.7
9947000,14.8823,2.25617,31.4809,75.6817
9952000,15.8842,2.25617,31.4649,75.6878
9957000,14.8823,2.25617,31.4649,75.6649
9962000,14.8823,2.13605,31.4649,75.6649
9967000,10.5768,2.13605,31.4942,75.642
9972000,14.8823,2.02533,31.5209,75.6176
9978000,10.5768,2.13605,31.5209,75.6176
9983000,13.0243,2.13605,31.537,75.5871
9988000,7.29697,3.9461,31.537,75.5169
9993000,18.0425,2.25617,31.5076,75.4986
9998000,14.8823,2.38679,31.537,75.5261
10003000,18.0425,2.38679,31.5076,75.5093
10008000,14.8823,2.38679,31.4942,75.5169
10013000,14.8823,2.13605,31.4942,75.5581
10018000,14.8823,2.13605,31.5076,75.5505
10023000,14.8823,2.38679,31.5076,75.5306
10028000,14.8823,2.13605,31.5076,75.5306
10033000,14.8823,2.25617,31.5076,75.5306
10039000,14.8823,2.13605,31.537,75.5169
10044000,14.8823,2.25617,31.5076,75.5184
10049000,15.8842,2.25617,31.537,75.5459
10054000,19.2026,2.02533,31.5209,75.5001
10059000,18.0425,2.13605,31.5503,75.5398
10064000,15.8842,2.13605,31.537,75.4849
10069000,18.0425,2.38679,31.5209,75.4803
10074000,18.0425,2.13605,31.5076,75.5184
10079000,14.8823,2.02533,31.5209,75.5123
10084000,18.0425,2.13605,31.4809,75.491
10089000,18.0425,2.13605,31.4942,75.5779
10094000,13.9296,2.13605,31.4809,75.5764
10099000,14.8823,2.13605,31.4515,75.6008
10105000,18.0425,2.38679,31.4088,75.6542
10110000,14.8823,2.38679,31.4248,75.7092
10115000,18.0425,2.38679,31.4515,75.7595
10120000,14.8823,2.13605,31.4649,75.7412
10125000,18.0425,2.38679,31.4515,75.6741
10130000,14.8823,2.38679,31.4649,75.6558
10135000,19.2026,1.7723,31.4809,75.6085
10140000,14.8823,2.38679,31.4809,75.6374
10145000,14.8823,2.38679,31.5076,75.6039
10150000,15.8842,2.25617,31.5209,75.5642
10155000,14.8823,2.13605,31.5209,75.5535
10160000,14.8823,2.38679,31.4942,75.5459
10165000,13.9296,2.13605,31.5209,75.5642
10171000,14.8823,2.38679,31.537,75.5047
10176000,18.0425,2.38679,31.537,75.5367
10181000,13.0243,4.20369,31.4942,75.4757
10186000,15.8842,2.25617,31.5076,75.4864
10191000,14.8823,2.38679,31.537,75.5261
10196000,14.8823,2.38679,31.5503,75.4772
10201000,18.0425,2.13605,31.537,75.462
10206000,15.8842,2.13605,31.537,75.4528
10211000,14.8823,2.25617,31.5076,75.4986
10216000,18.0425,2.13605,31.4942,75.5276
10221000,18.0425,2.38679,31.5076,75.581
10226000,18.0425,2.13605,31.4809,75.5764
10231000,14.8823,3.68391,31.5076,75.6039
10237000,14.8823,2.38679,31.5209,75.5535
10242000,18.0425,2.25617,31.5076,75.5398
10247000,15.8842,2.38679,31.5209,75.5001
10252000,15.8842,2.13605,31.537,75.494
10257000,7.29697,2.38679,31.5503,75.5077
10262000,15.8842,2.13605,31.5797,75.4406
10267000,18.0425,2.13605,31.5797,75.3994
10272000,14.8823,2.13605,31.5503,75.4131
10277000,14.8823,2.38679,31.5663,75.3948
10282000,18.0425,2.25617,31.537,75.4086
10287000,14.8823,2.38679,31.537,75.4314
10292000,18.0425,2.13605,31.537,75.4314
10297000,18.0425,2.13605,31.537,75.462
10303000,18.0425,2.38679,31.5076,75.4543
10308000,14.8823,2.38679,31.5076,75.4986
10313000,13.9296,2.13605,31.5076,75.5306
10318000,14.8823,2.25617,31.5076,75.5306
10323000,18.0425,2.38679,31.4942,75.5367
10328000,18.0425,2.25617,31.5209,75.5642
10333000,18.0425,2.13605,31.5503,75.5718
10338000,14.8823,2.13605,31.537,75.5047
10343000,18.0425,2.13605,31.5797,75.5032
10348000,14.8823,2.38679,31.5503,75.4864
10353000,18.0425,2.38679,31.537,75.494
10358000,14.8823,2.25617,31.537,75.5169
10363000,19.2026,2.25617,31.5209,75.5123
10369000,18.0425,2.38679,31.5209,75.5322
10374000,14.8823,2.25617,31.537,75.494
10379000,15.8842,2.13605,31.537,75.5169
10384000,15.8842,2.25617,31.5663,75.5001
10389000,14.8823,2.38679,31.6091,75.4574
10394000,19.2026,2.13605,31.6091,75.4162
10399000,18.0425,2.02533,31.5797,75.3658
10404000,15.8842,2.38679,31.5797,75.3567
10409000,9.15254,2.38679,31.5663,75.3521
10414000,13.9296,2.13605,31.5957,75.3704
10419000,15.8842,2.13605,31.6091,75.3719
10424000,14.8823,2.13605,31.6091,75.3536
10429000,9.15254,2.02533,31.6358,75.2941
10435000,18.0425,2.25617,31.6518,75.288
10440000,18.0425,2.13605,31.6518,75.2575
10445000,18.0425,2.38679,31.6091,75.2254
10450000,19.2026,2.25617,31.6091,75.2895
10455000,18.0425,2.13605,31.5663,75.3018
10460000,18.0425,2.38679,31.5663,75.2895
10465000,13.9296,3.44769,31.5663,75.3338
10470000,14.8823,2.13605,31.5797,75.3765
10475000,18.0425,2.13605,31.5797,75.3765
10480000,15.8842,2.25617,31.6358,75.3903
10485000,18.0425,2.13605,31.6224,75.2804
10490000,18.0425,2.13605,31.6518,75.2239
10495000,14.8823,2.13605,31.6358,75.2422
10501000,18.0425,2.13605,31.6224,75.2392
10506000,15.8842,2.02533,31.6224,75.2193
10511000,14.8823,2.38679,31.6224,75.2285
10516000,18.0425,2.13605,31.6518,75.2346
10521000,18.0425,2.25617,31.6224,75.2392
10526000,14.8823,2.38679,31.6224,75.1873
10531000,14.8823,2.13605,31.5957,75.2438
10536000,18.0425,2.25617,31.6518,75.2575
10541000,19.2026,2.13605,31.6224,75.2804
10546000,19.2026,2.13605,31.6224,75.2712
10551000,15.8842,2.13605,31.6224,75.2712
10556000,19.2026,2.38679,31.6224,75.2514
10562000,18.0425,2.13605,31.6224,75.2392
10567000,18.0425,2.25617,31.6224,75.2804
10572000,14.8823,2.13605,31.6224,75.2285
10577000,18.0425,2.38679,31.6518,75.2239
10582000,19.2026,2.13605,31.6091,75.1934
10587000,18.0425,2.13605,31.6358,75.1705
10592000,19.2026,2.13605,31.6358,75.201
10597000,14.8823,2.13605,31.6518,75.2056
10602000,18.0425,2.13605,31.6651,75.1324
10607000,19.2026,2.25617,31.6651,75.1324
10612000,13.9296,2.13605,31.6651,75.1659
10617000,19.2026,2.25617,31.6358,75.1278
10622000,18.0425,2.02533,31.6518,75.1522
10628000,14.8823,2.13605,31.6224,75.1659
10633000,18.0425,2.25617,31.6358,75.1888
10638000,19.2026,2.38679,31.6091,75.2056
10643000,18.0425,2.38679,31.6091,75.2377
10648000,18.0425,2.13605,31.6091,75.2667
10653000,15.8842,2.13605,31.6224,75.2621
10658000,14.8823,2.25617,31.5957,75.2651
10663000,18.0425,2.38679,31.5957,75.285
10668000,18.0425,1.89703,31.5797,75.3033
10673000,18.0425,2.25617,31.5957,75.3582
10678000,15.8842,2.38679,31.6224,75.3567
10683000,18.0425,2.25617,31.5957,75.317
10689000,19.2026,2.13605,31.5957,75.3491
10694000,14.8823,2.38679,31.6224,75.2712
10699000,18.0425,2.38679,31.6224,75.2804
10704000,14.8823,2.13605,31.6224,75.3033
10709000,18.0425,2.13605,31.6358,75.2529
10714000,15.8842,2.13605,31.6518,75.2575
10719000,18.0425,2.13605,31.6358,75.2331
10724000,18.0425,2.13605,31.6651,75.2285
10729000,19.2026,2.13605,31.6651,75.2285
10734000,19.2026,2.13605,31.7079,75.1965
10739000,19.2026,2.02533,31.6918,75.1186
10744000,19.2026,2.13605,31.7212,75.1156
10750000,18.0425,2.13605,31.7346,75.1064
10755000,18.0425,2.13605,31.7346,75.1064
10760000,19.2026,1.45953,31.7479,75.079
10765000,19.2026,2.13605,31.7346,75.0134
10770000,18.0425,2.13605,31.7639,74.9889
10775000,15.8842,2.13605,31.7906,74.9844
10780000,18.0425,1.89703,31.804,74.934
10785000,14.8823,2.13605,31.8467,74.8928
10790000,19.2026,1.89703,31.82,74.8531
10795000,18.0425,2.13605,31.8601,74.8333
10800000,18.0425,2.13605,31.82,74.8119
10805000,15.8842,2.25617,31.8334,74.7616
10810000,18.0425,2.13605,31.7906,74.7753
10816000,18.0425,2.13605,31.7773,74.7799
10821000,19.2026,2.13605,31.7906,74.8165
10826000,15.8842,2.13605,31.7906,74.8257
10831000,19.2026,2.25617,31.7479,74.8699
10836000,18.0425,2.25617,31.7479,74.8486
10841000,19.2026,2.25617,31.7639,74.8943
10846000,19.2026,2.13605,31.7346,74.8989
10851000,20.2603,2.13605,31.7346,74.9081
10856000,19.2026,2.38679,31.7639,74.9767
10861000,18.0425,2.13605,31.7639,74.9477
10866000,19.2026,2.25617,31.7639,74.9355
10871000,21.0399,2.02533,31.7479,74.9218
10877000,19.2026,2.13605,31.7639,74.9157
10882000,18.0425,2.25617,31.7479,74.9218
10887000,19.2026,2.13605,31.7773,74.9615
10892000,19.2026,2.13605,31.804,74.9676
10897000,19.2026,2.38679,31.7773,74.8852
10902000,19.2026,2.13605,31.804,74.8394
10907000,19.2026,2.25617,31.804,74.8287
10912000,19.2026,2.13605,31.7773,74.8028
10917000,19.2026,2.13605,31.7639,74.7982
10922000,19.2026,2.13605,31.804,74.8196
10927000,18.0425,2.13605,31.8334,74.815
10932000,19.2026,2.25617,31.8467,74.7753
10937000,19.2026,2.13605,31.8467,74.7555
10943000,15.8842,2.25617,31.8601,74.6838
10948000,20.2603,2.13605,31.8601,74.6517
10953000,19.2026,2.13605,31.8894,74.67
10958000,20.2603,2.13605,31.9162,74.6136
10963000,19.2026,2.13605,31.9455,74.5357
10968000,19.2026,2.02533,31.9722,74.4991
10973000,21.0399,2.25617,31.9722,74.4259
10978000,18.0425,2.13605,31.9455,74.4396
10983000,19.2026,2.02533,31.9722,74.3725
10988000,19.2026,2.02533,31.9322,74.3435
10993000,20.2603,1.65858,31.9455,74.3862
10998000,18.0425,2.13605,31.9589,74.3267
11003000,19.2026,2.13605,31.9322,74.3435
11009000,19.2026,2.25617,31.9589,74.3801
11014000,18.0425,2.38679,31.9322,74.4167
11019000,19.2026,2.13605,31.9162,74.3618
11024000,19.2026,2.13605,31.9455,74.4091
11029000,15.8842,2.13605,31.9322,74.4366
11034000,19.2026,2.13605,31.9322,74.4167
11039000,21.0399,2.02533,31.9322,74.4366
11044000,19.2026,2.13605,31.8894,74.4076
11049000,19.2026,2.02533,31.9028,74.4625
11054000,19.2026,2.13605,31.9322,74.4259
11059000,19.2026,2.13605,31.9455,74.4305
11064000,19.2026,2.13605,31.9589,74.3999
11069000,18.0425,1.89703,31.9883,74.3771
11075000,19.2026,2.02533,31.9883,74.2901
11080000,7.88001,2.02533,31.9883,74.2809
11085000,19.2026,2.02533,32.0176,74.2443
11090000,20.2603,2.13605,31.9722,74.226
11095000,18.0425,1.29193,32.0016,74.2336
11100000,14.8823,2.13605,31.9722,74.2565
11105000,19.2026,2.13605,31.9883,74.345
11110000,19.2026,2.13605,32.0016,74.3481
11115000,19.2026,2.02533,32.0016,74.5373
11120000,21.0399,2.02533,32.0176,74.6151
11125000,18.0425,2.13605,31.9322,74.5861
11130000,19.2026,2.13605,31.9322,74.5647
11136000,15.8842,2.13605,31.9589,74.6426
11141000,19.2026,2.13605,31.9883,74.5861
11146000,19.2026,2.02533,31.9722,74.4579
11151000,18.0425,2.13605,31.9883,74.3664
11156000,19.2026,2.02533,32.0176,74.3496
11161000,19.2026,1.89703,32.0176,74.3206
11166000,19.2026,2.38679,32.0176,74.2565
11171000,19.2026,2.13605,32.0016,74.2748
11176000,21.0399,2.13605,32.0016,74.2748
11181000,19.2026,2.13605,31.9722,74.3084
11186000,19.2026,2.13605,31.9589,74.3709
11191000,21.0399,2.02533,31.9722,74.3526
11197000,19.2026,2.13605,31.9883,74.2718
11202000,19.2026,2.02533,32.031,74.2901
11207000,19.2026,2.02533,32.0176,74.2443
11212000,20.2603,2.02533,32.047,74.2306
11217000,19.2026,2.13605,32.047,74.2107
11222000,19.2026,2.02533,32.0016,74.2519
11227000,19.2026,2.13605,32.0016,74.2748
11232000,19.2026,1.89703,32.0016,74.2519
11237000,19.2026,1.89703,32.0176,74.2443
11242000,19.2026,1.7723,32.031,74.2809
11247000,19.2026,2.13605,32.0016,74.1894
11252000,19.2026,2.13605,32.0016,74.1985
11257000,21.0399,2.13605,32.031,74.2473
11263000,21.0399,2.13605,31.9883,74.2489
11268000,15.8842,2.13605,32.0016,74.2626
11273000,19.2026,2.13605,31.9883,74.2489
11278000,19.2026,2.13605,32.0016,74.2855
11335000,15.8842,2.13605,31.7479,76.0067
11340000,18.0425,2.38679,31.7479,75.6466
11345000,19.2026,2.13605,31.804,75.3765
11350000,18.0425,2.25617,31.804,75.1751
11355000,18.0425,2.25617,31.8467,75.0607
11360000,19.2026,2.13605,31.8601,74.9172
11365000,19.2026,2.13605,31.8761,74.8898
11370000,18.0425,2.13605,31.8894,74.7982
11375000,19.2026,2.02533,31.8601,74.757
11380000,19.2026,2.13605,31.8467,74.7341
11385000,18.0425,2.13605,31.8601,74.7463
11391000,18.0425,2.25617,31.8334,74.7326
11396000,19.2026,2.13605,31.8761,74.7616
11401000,19.2026,2.25617,31.8601,74.7463
11406000,18.0425,2.68477,31.8894,74.6822
11411000,21.0399,2.02533,31.9162,74.6654
11416000,18.0425,2.38679,31.9162,74.6044
11421000,18.0425,4.20369,31.9322,74.6273
11431000,18.0425,2.38679,31.9028,74.7143
11436000,19.2026,2.13605,31.9162,74.6868
11441000,20.2603,1.89703,31.8894,74.67
11446000,19.2026,2.13605,31.9028,74.609
